"ID_t2ce","Date_time","FlagName","GearGrpCode","YearC","TimePeriodID","Cod_qdd","GeoStrata","Lat","Lon","Eff1","kg","areas","SST_mean","Chlor_a","porc_juvenis","porc_adultos","kg_juvenis","kg_adultos"
112147,"2012-05-01","Chinese Taipei","LL",2012,5,"5_5_143","5x5",-15,-10,2880,0,"area 4",24.2727860080645,0.0509760221171503,37.9106085083468,62.0893914916532,0,0
112148,"2012-05-01","Chinese Taipei","LL",2012,5,"5_5_170","5x5",-30,0,19980,3679,"area 8",19.5973602500806,0.0977051472994886,55.6393842264458,44.3606157735542,2046.97294569094,1632.02705430906
112149,"2012-05-01","Chinese Taipei","LL",2012,5,"5_5_155","5x5",-30,-5,178380,38320,"area 8",20.1352787869355,0.093687560466716,55.6393842264458,44.3606157735542,21321.012035574,16998.987964426
112150,"2012-05-01","Chinese Taipei","LL",2012,5,"5_5_140","5x5",-30,-10,166120,142052,"area 5",20.706317505,0.090607681897916,28.4065309789708,71.5934690210292,40352.0453862476,101699.954613752
112151,"2012-05-01","Chinese Taipei","LL",2012,5,"5_5_110","5x5",-30,-20,14400,7000,"area 5",20.990911856371,0.09839129479866,28.4065309789708,71.5934690210292,1988.45716852796,5011.54283147204
112152,"2012-05-01","Chinese Taipei","LL",2012,5,"5_5_50","5x5",-30,-40,4000,750,"area 5",21.2684215149193,0.1295245784331,28.4065309789708,71.5934690210292,213.048982342281,536.951017657719
112153,"2012-05-01","Chinese Taipei","LL",2012,5,"5_5_169","5x5",-35,0,7780,2032,"area 8",16.2698376495161,0.21141843090758,55.6393842264458,44.3606157735542,1130.59228748138,901.407712518622
112154,"2012-05-01","Chinese Taipei","LL",2012,5,"5_5_154","5x5",-35,-5,73720,17133,"area 8",16.4455441050806,0.242559152541517,55.6393842264458,44.3606157735542,9532.69569951695,7600.30430048305
112155,"2012-05-01","Chinese Taipei","LL",2012,5,"5_5_139","5x5",-35,-10,9700,8052,"area 7",17.1815691153226,0.219900516889056,47.2553450043671,52.7446549956329,3805.00037975164,4246.99962024836
112156,"2012-05-01","Chinese Taipei","LL",2012,5,"5_5_94","5x5",-35,-25,5200,1356,"area 7",16.9498142734274,0.214148155120074,47.2553450043671,52.7446549956329,640.782478259218,715.217521740782
112157,"2012-05-01","Chinese Taipei","LL",2012,5,"5_5_79","5x5",-35,-30,2600,1617,"area 7",17.3017465447984,0.183549815201977,47.2553450043671,52.7446549956329,764.118928720617,852.881071279383
112158,"2012-05-01","Chinese Taipei","LL",2012,5,"5_5_49","5x5",-35,-40,43480,61700,"area 6",17.4751828434274,0.262617394850818,46.9160583477949,53.0839416522051,28947.2080005895,32752.7919994105
112159,"2012-05-01","Chinese Taipei","LL",2012,5,"5_5_34","5x5",-35,-45,449710,283800,"area 6",17.9365497702016,0.277545542997408,46.9160583477949,53.0839416522051,133147.773591042,150652.226408958
112160,"2012-05-01","Chinese Taipei","LL",2012,5,"5_5_19","5x5",-35,-50,63420,30112,"area 6",17.6961978377581,0.624312703739398,46.9160583477949,53.0839416522051,14127.363489688,15984.636510312
112161,"2012-05-01","Chinese Taipei","LL",2012,5,"5_5_147","5x5",0,-10,4800,0,"area 2",28.2390470087702,0.192952629927383,7.58000391057811,92.4199960894219,0,0
112162,"2012-05-01","Chinese Taipei","LL",2012,5,"5_5_132","5x5",0,-15,30560,0,"area 2",28.2253151708669,0.145037066008477,7.58000391057811,92.4199960894219,0,0
112163,"2012-05-01","Chinese Taipei","LL",2012,5,"5_5_117","5x5",0,-20,46080,57,"area 1",28.1144079017137,0.14306412873849,16.5059645219111,83.4940354780889,9.40839977748934,47.5916002225107
112164,"2012-05-01","Chinese Taipei","LL",2012,5,"5_5_133","5x5",5,-15,22200,0,"area 2",28.1322456031452,0.249367278506046,7.58000391057811,92.4199960894219,0,0
112165,"2012-05-01","Chinese Taipei","LL",2012,5,"5_5_118","5x5",5,-20,48960,0,"area 1",27.2543641705645,0.152405688921784,16.5059645219111,83.4940354780889,0,0
112166,"2012-05-01","Chinese Taipei","LL",2012,5,"5_5_73","5x5",5,-35,90020,0,"area 1",26.9427391502419,0.120320422837842,16.5059645219111,83.4940354780889,0,0
112167,"2012-05-01","Chinese Taipei","LL",2012,5,"5_5_58","5x5",5,-40,114790,0,"area 1",27.1221633528226,0.0941804723044783,16.5059645219111,83.4940354780889,0,0
112168,"2012-05-01","Chinese Taipei","LL",2012,5,"5_5_74","5x5",10,-35,57480,479,"area 1",25.2508174341935,0.10496624996007,16.5059645219111,83.4940354780889,79.0635700599543,399.936429940046
112169,"2012-05-01","Chinese Taipei","LL",2012,5,"5_5_59","5x5",10,-40,160300,750,"area 1",25.8577085262903,0.10382539655398,16.5059645219111,83.4940354780889,123.794733914333,626.205266085667
112170,"2012-05-01","Chinese Taipei","LL",2012,5,"5_5_29","5x5",10,-50,6574,1857,"area 1",27.3796214075806,0.633609730291786,16.5059645219111,83.4940354780889,306.51576117189,1550.48423882811
112178,"2012-06-01","Chinese Taipei","LL",2012,6,"5_5_191","5x5",0,0,3060,0,"area 2",25.245122603125,0.713505605164838,7.58000391057811,92.4199960894219,0,0
112179,"2012-06-01","Chinese Taipei","LL",2012,6,"5_5_190","5x5",-5,0,14400,0,"area 4",24.9792798889583,0.237132466447564,37.9106085083468,62.0893914916532,0,0
112180,"2012-06-01","Chinese Taipei","LL",2012,6,"5_5_205","5x5",-5,5,30560,0,"area 4",24.9854788558333,0.323098066260336,37.9106085083468,62.0893914916532,0,0
112181,"2012-06-01","Chinese Taipei","LL",2012,6,"5_5_204","5x5",-10,5,7680,0,"area 4",22.7188272321667,0.200133932105355,37.9106085083468,62.0893914916532,0,0
112182,"2012-06-01","Chinese Taipei","LL",2012,6,"5_5_203","5x5",-15,5,130715,18115,"area 4",20.0250622633333,0.602276574465489,37.9106085083468,62.0893914916532,6867.50673128702,11247.493268713
112183,"2012-06-01","Chinese Taipei","LL",2012,6,"5_5_202","5x5",-20,5,52830,8863,"area 4",19.0506931115,0.228872037870533,37.9106085083468,62.0893914916532,3360.01723209478,5502.98276790522
112184,"2012-06-01","Chinese Taipei","LL",2012,6,"5_5_186","5x5",-25,0,7950,1636,"area 8",19.01683519,0.122374048943607,55.6393842264458,44.3606157735542,910.260325944653,725.739674055347
112185,"2012-06-01","Chinese Taipei","LL",2012,6,"5_5_201","5x5",-25,5,221600,40937,"area 8",18.5212139596667,0.195549826920531,55.6393842264458,44.3606157735542,22777.0947207801,18159.9052792199
112186,"2012-06-01","Chinese Taipei","LL",2012,6,"5_5_216","5x5",-25,10,33480,16981,"area 8",16.5177347599583,0.794220247626719,55.6393842264458,44.3606157735542,9448.12383549275,7532.87616450725
112187,"2012-06-01","Chinese Taipei","LL",2012,6,"5_5_185","5x5",-30,0,351650,203052,"area 8",18.1998820950521,0.135506275260084,55.6393842264458,44.3606157735542,112976.882459483,90075.1175405174
112188,"2012-06-01","Chinese Taipei","LL",2012,6,"5_5_200","5x5",-30,5,110160,56538,"area 8",17.817853131875,0.183148404323875,55.6393842264458,44.3606157735542,31457.3950539479,25080.6049460521
112189,"2012-06-01","Chinese Taipei","LL",2012,6,"5_5_215","5x5",-30,10,507391,266593,"area 8",17.4250023032083,0.227024257087305,55.6393842264458,44.3606157735542,148330.703590809,118262.296409191
112190,"2012-06-01","Chinese Taipei","LL",2012,6,"5_5_176","5x5",0,0,6120,0,"area 2",24.9357005375833,0.35596495093817,7.58000391057811,92.4199960894219,0,0
112191,"2012-06-01","Chinese Taipei","LL",2012,6,"5_5_161","5x5",0,-5,35580,0,"area 2",24.8627513724167,0.418239833683357,7.58000391057811,92.4199960894219,0,0
112192,"2012-06-01","Chinese Taipei","LL",2012,6,"5_5_146","5x5",0,-10,36680,56,"area 2",25.13354220375,0.382815621820175,7.58000391057811,92.4199960894219,4.24480218992374,51.7551978100763
112193,"2012-06-01","Chinese Taipei","LL",2012,6,"5_5_131","5x5",0,-15,187450,144,"area 2",25.8217696633333,0.331448993422118,7.58000391057811,92.4199960894219,10.9152056312325,133.084794368768
112194,"2012-06-01","Chinese Taipei","LL",2012,6,"5_5_175","5x5",-5,0,40795,0,"area 4",25.1385455320833,0.161790833212078,37.9106085083468,62.0893914916532,0,0
112195,"2012-06-01","Chinese Taipei","LL",2012,6,"5_5_160","5x5",-5,-5,35214,1211,"area 4",25.6059821788333,0.134486013098885,37.9106085083468,62.0893914916532,459.09746903608,751.90253096392
112196,"2012-06-01","Chinese Taipei","LL",2012,6,"5_5_145","5x5",-5,-10,17220,274,"area 4",26.0631246418333,0.113099749460425,37.9106085083468,62.0893914916532,103.87506731287,170.12493268713
112197,"2012-06-01","Chinese Taipei","LL",2012,6,"5_5_130","5x5",-5,-15,513810,5541,"area 3",26.4176129681667,0.108648217486613,3.94087171960801,96.059128280392,218.36370198348,5322.63629801652
112198,"2012-06-01","Chinese Taipei","LL",2012,6,"5_5_115","5x5",-5,-20,418280,8710,"area 3",26.7080396370833,0.0979526417526889,3.94087171960801,96.059128280392,343.249926777858,8366.75007322214
112199,"2012-06-01","Chinese Taipei","LL",2012,6,"5_5_174","5x5",-10,0,6080,0,"area 4",23.3225388873333,0.114462109918897,37.9106085083468,62.0893914916532,0,0
112200,"2012-06-01","Chinese Taipei","LL",2012,6,"5_5_159","5x5",-10,-5,21070,456,"area 4",23.8924888795,0.100528134198559,37.9106085083468,62.0893914916532,172.872374798061,283.127625201939
112201,"2012-06-01","Chinese Taipei","LL",2012,6,"5_5_144","5x5",-10,-10,7780,325,"area 4",24.3843755453333,0.0807035398385133,37.9106085083468,62.0893914916532,123.209477652127,201.790522347873
112202,"2012-06-01","Chinese Taipei","LL",2012,6,"5_5_129","5x5",-10,-15,40330,1315,"area 3",24.89630052825,0.068223554763513,3.94087171960801,96.059128280392,51.8224631128453,1263.17753688715
112203,"2012-06-01","Chinese Taipei","LL",2012,6,"5_5_114","5x5",-10,-20,26960,115,"area 3",25.386146349,0.0609241874645046,3.94087171960801,96.059128280392,4.53200247754921,110.467997522451
112204,"2012-06-01","Chinese Taipei","LL",2012,6,"5_5_141","5x5",-25,-10,7400,6959,"area 5",20.9549239274167,0.0757038517261576,28.4065309789708,71.5934690210292,1976.81049082658,4982.18950917342
112205,"2012-06-01","Chinese Taipei","LL",2012,6,"5_5_170","5x5",-30,0,26520,16327,"area 8",18.5512872794167,0.114413719233738,55.6393842264458,44.3606157735542,9084.2422626518,7242.7577373482
112206,"2012-06-01","Chinese Taipei","LL",2012,6,"5_5_155","5x5",-30,-5,7800,3585,"area 8",18.8925022743333,0.102298446528926,55.6393842264458,44.3606157735542,1994.67192451808,1590.32807548192
112207,"2012-06-01","Chinese Taipei","LL",2012,6,"5_5_140","5x5",-30,-10,274680,123015,"area 5",19.3642297674167,0.0921962693243146,28.4065309789708,71.5934690210292,34944.2940837809,88070.7059162191
112208,"2012-06-01","Chinese Taipei","LL",2012,6,"5_5_125","5x5",-30,-15,183180,86332,"area 5",19.2906906086667,0.0923627288202341,28.4065309789708,71.5934690210292,24523.9263247651,61808.0736752349
112209,"2012-06-01","Chinese Taipei","LL",2012,6,"5_5_110","5x5",-30,-20,226720,135866,"area 5",19.7054981023333,0.104090905106567,28.4065309789708,71.5934690210292,38594.8173798885,97271.1826201115
112210,"2012-06-01","Chinese Taipei","LL",2012,6,"5_5_95","5x5",-30,-25,123180,71240,"area 5",19.4635089353333,0.103127950704167,28.4065309789708,71.5934690210292,20236.8126694188,51003.1873305812
112211,"2012-06-01","Chinese Taipei","LL",2012,6,"5_5_80","5x5",-30,-30,3200,550,"area 5",19.1738664405833,0.125948446165811,28.4065309789708,71.5934690210292,156.235920384339,393.764079615661
112212,"2012-06-01","Chinese Taipei","LL",2012,6,"5_5_162","5x5",0,-5,8840,0,"area 2",27.1687590213542,0.342699277560119,7.58000391057811,92.4199960894219,0,0
112213,"2012-06-01","Chinese Taipei","LL",2012,6,"5_5_147","5x5",0,-10,9180,0,"area 2",26.8736517332292,0.246401377785056,7.58000391057811,92.4199960894219,0,0
112214,"2012-06-01","Chinese Taipei","LL",2012,6,"5_5_132","5x5",0,-15,80690,0,"area 2",27.2755579726042,0.172012619312378,7.58000391057811,92.4199960894219,0,0
112215,"2012-06-01","Chinese Taipei","LL",2012,6,"5_5_117","5x5",0,-20,66416,505,"area 1",27.6141923544792,0.18382137301762,16.5059645219111,83.4940354780889,83.3551208356512,421.644879164349
112216,"2012-06-01","Chinese Taipei","LL",2012,6,"5_5_148","5x5",5,-10,141770,0,"area 2",27.8340727902778,0.631312029232382,7.58000391057811,92.4199960894219,0,0
112217,"2012-06-01","Chinese Taipei","LL",2012,6,"5_5_133","5x5",5,-15,37500,0,"area 2",28.0067679715833,0.16912904995297,7.58000391057811,92.4199960894219,0,0
112218,"2012-06-01","Chinese Taipei","LL",2012,6,"5_5_118","5x5",5,-20,32080,0,"area 1",27.78299713725,0.152804717287483,16.5059645219111,83.4940354780889,0,0
112219,"2012-06-01","Chinese Taipei","LL",2012,6,"5_5_103","5x5",5,-25,8960,0,"area 1",27.6473696395,0.123401501767678,16.5059645219111,83.4940354780889,0,0
112220,"2012-06-01","Chinese Taipei","LL",2012,6,"5_5_73","5x5",5,-35,6240,0,"area 1",27.7600646399167,0.112500004757005,16.5059645219111,83.4940354780889,0,0
112221,"2012-06-01","Chinese Taipei","LL",2012,6,"5_5_58","5x5",5,-40,12120,0,"area 1",27.8491679793333,0.0981036463931574,16.5059645219111,83.4940354780889,0,0
112222,"2012-06-01","Chinese Taipei","LL",2012,6,"5_5_43","5x5",5,-45,6240,0,"area 1",27.8300521484167,0.14367468884773,16.5059645219111,83.4940354780889,0,0
112223,"2012-06-01","Chinese Taipei","LL",2012,6,"5_5_119","5x5",10,-20,5776,0,"area 1",25.407106344,0.130001419741692,16.5059645219111,83.4940354780889,0,0
112224,"2012-06-01","Chinese Taipei","LL",2012,6,"5_5_89","5x5",10,-30,7680,0,"area 1",25.87647965625,0.105135799542783,16.5059645219111,83.4940354780889,0,0
112225,"2012-06-01","Chinese Taipei","LL",2012,6,"5_5_74","5x5",10,-35,51040,0,"area 1",25.9129821549167,0.0916395819686734,16.5059645219111,83.4940354780889,0,0
112226,"2012-06-01","Chinese Taipei","LL",2012,6,"5_5_59","5x5",10,-40,175750,0,"area 1",26.54868630225,0.0955391622763319,16.5059645219111,83.4940354780889,0,0
112227,"2012-06-01","Chinese Taipei","LL",2012,6,"5_5_29","5x5",10,-50,3200,1100,"area 1",27.5989588079167,4.12670529458837,16.5059645219111,83.4940354780889,181.565609741022,918.434390258978
112235,"2012-07-01","Chinese Taipei","LL",2012,7,"5_5_192","5x5",0,0,8670,0,"area 2",26.4199026194556,0.181585616251723,7.58000391057811,92.4199960894219,0,0
112236,"2012-07-01","Chinese Taipei","LL",2012,7,"5_5_191","5x5",0,0,24420,0,"area 2",24.3766962820565,0.427802572011467,7.58000391057811,92.4199960894219,0,0
112237,"2012-07-01","Chinese Taipei","LL",2012,7,"5_5_205","5x5",-5,5,6600,0,"area 4",23.7144247227419,0.415892285467192,37.9106085083468,62.0893914916532,0,0
112238,"2012-07-01","Chinese Taipei","LL",2012,7,"5_5_204","5x5",-10,5,6270,0,"area 4",21.3634747479839,0.281608746945563,37.9106085083468,62.0893914916532,0,0
112239,"2012-07-01","Chinese Taipei","LL",2012,7,"5_5_203","5x5",-15,5,39260,8990,"area 4",18.7760384906452,0.469258088388007,37.9106085083468,62.0893914916532,3408.16370490038,5581.83629509962
112240,"2012-07-01","Chinese Taipei","LL",2012,7,"5_5_202","5x5",-20,5,167470,32823,"area 4",18.1096812420968,0.288481985021834,37.9106085083468,62.0893914916532,12443.3990306947,20379.6009693053
112241,"2012-07-01","Chinese Taipei","LL",2012,7,"5_5_186","5x5",-25,0,110050,43545,"area 8",18.2008243907258,0.141916878778992,55.6393842264458,44.3606157735542,24228.1698614058,19316.8301385942
112242,"2012-07-01","Chinese Taipei","LL",2012,7,"5_5_201","5x5",-25,5,282590,72371,"area 8",17.7104118981451,0.213962641918935,55.6393842264458,44.3606157735542,40266.7787585211,32104.2212414789
112243,"2012-07-01","Chinese Taipei","LL",2012,7,"5_5_216","5x5",-25,10,3800,700,"area 8",16.048352973871,0.872000991113277,55.6393842264458,44.3606157735542,389.47568958512,310.52431041488
112244,"2012-07-01","Chinese Taipei","LL",2012,7,"5_5_185","5x5",-30,0,48500,17454,"area 8",17.3579524234879,0.156879463828461,55.6393842264458,44.3606157735542,9711.29812288384,7742.70187711616
112245,"2012-07-01","Chinese Taipei","LL",2012,7,"5_5_200","5x5",-30,5,3300,1310,"area 8",16.8743344708871,0.204004525947983,55.6393842264458,44.3606157735542,728.875933366439,581.124066633561
112246,"2012-07-01","Chinese Taipei","LL",2012,7,"5_5_215","5x5",-30,10,2850,421,"area 8",16.7337901198387,0.265567695408182,55.6393842264458,44.3606157735542,234.241807593337,186.758192406663
112247,"2012-07-01","Chinese Taipei","LL",2012,7,"5_5_176","5x5",0,0,14100,0,"area 2",23.9360658405645,0.355990255685141,7.58000391057811,92.4199960894219,0,0
112248,"2012-07-01","Chinese Taipei","LL",2012,7,"5_5_161","5x5",0,-5,6400,0,"area 2",23.7110972984678,0.354417094509635,7.58000391057811,92.4199960894219,0,0
112249,"2012-07-01","Chinese Taipei","LL",2012,7,"5_5_131","5x5",0,-15,40170,22,"area 2",24.2137537473387,0.275757945350682,7.58000391057811,92.4199960894219,1.66760086032719,20.3323991396728
112250,"2012-07-01","Chinese Taipei","LL",2012,7,"5_5_116","5x5",0,-20,2400,40,"area 1",24.9657125994355,0.287355956846449,16.5059645219111,83.4940354780889,6.60238580876445,33.3976141912356
112251,"2012-07-01","Chinese Taipei","LL",2012,7,"5_5_160","5x5",-5,-5,39588,834,"area 4",24.4672553637903,0.184611641243711,37.9106085083468,62.0893914916532,316.174474959612,517.825525040388
112252,"2012-07-01","Chinese Taipei","LL",2012,7,"5_5_130","5x5",-5,-15,287976,5886,"area 3",25.4909601625806,0.133461201130077,3.94087171960801,96.059128280392,231.959709416127,5654.04029058387
112253,"2012-07-01","Chinese Taipei","LL",2012,7,"5_5_115","5x5",-5,-20,34780,1151,"area 3",25.9564343304032,0.124674864709382,3.94087171960801,96.059128280392,45.3594334926882,1105.64056650731
112254,"2012-07-01","Chinese Taipei","LL",2012,7,"5_5_129","5x5",-10,-15,4800,260,"area 3",24.3621602020968,0.0797508832554619,3.94087171960801,96.059128280392,10.2462664709808,249.753733529019
112255,"2012-07-01","Chinese Taipei","LL",2012,7,"5_5_171","5x5",-25,0,28840,24642,"area 8",18.9204231659677,0.114984174787444,55.6393842264458,44.3606157735542,13710.6570610808,10931.3429389192
112256,"2012-07-01","Chinese Taipei","LL",2012,7,"5_5_170","5x5",-30,0,537750,328243,"area 8",17.9946223717742,0.141892365556881,55.6393842264458,44.3606157735542,182632.383966412,145610.616033588
112257,"2012-07-01","Chinese Taipei","LL",2012,7,"5_5_155","5x5",-30,-5,709660,386317,"area 8",18.4236796241129,0.13613658781318,55.6393842264458,44.3606157735542,214944.399962078,171372.600037922
112258,"2012-07-01","Chinese Taipei","LL",2012,7,"5_5_140","5x5",-30,-10,360550,187377,"area 5",18.7346917152016,0.125353221952587,28.4065309789708,71.5934690210292,53227.3055524661,134149.694447534
112259,"2012-07-01","Chinese Taipei","LL",2012,7,"5_5_125","5x5",-30,-15,290220,180163,"area 5",18.7122893010484,0.115114666052047,28.4065309789708,71.5934690210292,51178.0584076432,128984.941592357
112260,"2012-07-01","Chinese Taipei","LL",2012,7,"5_5_110","5x5",-30,-20,3600,910,"area 5",18.93675622625,0.115952793446848,28.4065309789708,71.5934690210292,258.499431908634,651.500568091366
112261,"2012-07-01","Chinese Taipei","LL",2012,7,"5_5_177","5x5",0,0,5440,0,"area 2",26.1389915868951,0.266987540848506,7.58000391057811,92.4199960894219,0,0
112262,"2012-07-01","Chinese Taipei","LL",2012,7,"5_5_147","5x5",0,-10,150698,288,"area 2",25.5053545059476,0.211431270781318,7.58000391057811,92.4199960894219,21.830411262465,266.169588737535
112263,"2012-07-01","Chinese Taipei","LL",2012,7,"5_5_132","5x5",0,-15,310270,746,"area 2",25.9589694314516,0.214289811673239,7.58000391057811,92.4199960894219,56.5468291729127,689.453170827087
112264,"2012-07-01","Chinese Taipei","LL",2012,7,"5_5_117","5x5",0,-20,242284,1031,"area 1",26.2829734585686,0.195782548468023,16.5059645219111,83.4940354780889,170.176494220904,860.823505779096
112265,"2012-07-01","Chinese Taipei","LL",2012,7,"5_5_42","5x5",0,-45,5440,0,"area 1",27.8555691962702,1.20991703829242,16.5059645219111,83.4940354780889,0,0
112266,"2012-07-01","Chinese Taipei","LL",2012,7,"5_5_148","5x5",5,-10,646435,0,"area 2",27.0547655609991,0.910113500784049,7.58000391057811,92.4199960894219,0,0
112267,"2012-07-01","Chinese Taipei","LL",2012,7,"5_5_133","5x5",5,-15,10500,0,"area 2",27.0430859346774,0.145305672709511,7.58000391057811,92.4199960894219,0,0
112268,"2012-07-01","Chinese Taipei","LL",2012,7,"5_5_103","5x5",5,-25,4432,0,"area 1",27.6360641479032,0.122407600739897,16.5059645219111,83.4940354780889,0,0
112269,"2012-07-01","Chinese Taipei","LL",2012,7,"5_5_73","5x5",5,-35,37790,0,"area 1",28.0600149698387,0.120972847864986,16.5059645219111,83.4940354780889,0,0
112270,"2012-07-01","Chinese Taipei","LL",2012,7,"5_5_58","5x5",5,-40,82330,0,"area 1",28.2879254549194,0.124567310176143,16.5059645219111,83.4940354780889,0,0
112271,"2012-07-01","Chinese Taipei","LL",2012,7,"5_5_43","5x5",5,-45,86720,0,"area 1",28.5758883470968,0.471548295143214,16.5059645219111,83.4940354780889,0,0
112272,"2012-07-01","Chinese Taipei","LL",2012,7,"5_5_104","5x5",10,-25,4640,0,"area 1",26.3961431997581,0.128705479003334,16.5059645219111,83.4940354780889,0,0
112273,"2012-07-01","Chinese Taipei","LL",2012,7,"5_5_59","5x5",10,-40,21520,0,"area 1",27.0137714192742,0.0807143020121754,16.5059645219111,83.4940354780889,0,0
112274,"2012-07-01","Chinese Taipei","LL",2012,7,"5_5_44","5x5",10,-45,38170,0,"area 1",27.423547218871,0.130960795313085,16.5059645219111,83.4940354780889,0,0
112284,"2012-08-01","Chinese Taipei","LL",2012,8,"5_5_192","5x5",0,0,73980,0,"area 2",25.4705856237399,0.239209323889747,7.58000391057811,92.4199960894219,0,0
112285,"2012-08-01","Chinese Taipei","LL",2012,8,"5_5_188","5x5",-15,0,9000,1836,"area 4",18.7127255835685,0.206635994260888,37.9106085083468,62.0893914916532,696.038772213247,1139.96122778675
112286,"2012-08-01","Chinese Taipei","LL",2012,8,"5_5_203","5x5",-15,5,6000,1511,"area 4",17.8356094678629,0.448617830713126,37.9106085083468,62.0893914916532,572.82929456112,938.17070543888
112287,"2012-08-01","Chinese Taipei","LL",2012,8,"5_5_187","5x5",-20,0,25200,24070,"area 4",18.0646318597782,0.175969576598273,37.9106085083468,62.0893914916532,9125.08346795907,14944.9165320409
112288,"2012-08-01","Chinese Taipei","LL",2012,8,"5_5_186","5x5",-25,0,93226,63435,"area 8",17.2913243961694,0.165335435326805,55.6393842264458,44.3606157735542,35294.8433840459,28140.1566159541
112289,"2012-08-01","Chinese Taipei","LL",2012,8,"5_5_201","5x5",-25,5,11400,4575,"area 8",16.7708586594355,0.201178672886773,55.6393842264458,44.3606157735542,2545.50182835989,2029.49817164011
112290,"2012-08-01","Chinese Taipei","LL",2012,8,"5_5_216","5x5",-25,10,3800,750,"area 8",15.2580222775,0.945314953566218,55.6393842264458,44.3606157735542,417.295381698343,332.704618301657
112291,"2012-08-01","Chinese Taipei","LL",2012,8,"5_5_185","5x5",-30,0,36108,25398,"area 8",16.313121734879,0.165895570418286,55.6393842264458,44.3606157735542,14131.2908058327,11266.7091941673
112292,"2012-08-01","Chinese Taipei","LL",2012,8,"5_5_200","5x5",-30,5,19000,5695,"area 8",16.0140932935484,0.199958897872917,55.6393842264458,44.3606157735542,3168.66293169609,2526.33706830391
112293,"2012-08-01","Chinese Taipei","LL",2012,8,"5_5_116","5x5",0,-20,26160,274,"area 1",25.1444287283871,0.25205567033514,16.5059645219111,83.4940354780889,45.2263427900365,228.773657209964
112294,"2012-08-01","Chinese Taipei","LL",2012,8,"5_5_101","5x5",0,-25,100280,672,"area 1",25.8218682094355,0.210519754512971,16.5059645219111,83.4940354780889,110.920081587243,561.079918412757
112295,"2012-08-01","Chinese Taipei","LL",2012,8,"5_5_160","5x5",-5,-5,12920,52,"area 4",23.6214771404032,0.188078083947952,37.9106085083468,62.0893914916532,19.7135164243403,32.2864835756597
112296,"2012-08-01","Chinese Taipei","LL",2012,8,"5_5_145","5x5",-5,-10,3230,0,"area 4",24.2356214928226,0.184065053668397,37.9106085083468,62.0893914916532,0,0
112297,"2012-08-01","Chinese Taipei","LL",2012,8,"5_5_130","5x5",-5,-15,22340,315,"area 3",24.6771448766129,0.213210114292239,3.94087171960801,96.059128280392,12.4137459167652,302.586254083235
112298,"2012-08-01","Chinese Taipei","LL",2012,8,"5_5_129","5x5",-10,-15,4000,0,"area 3",23.7314094009677,0.0797567032818569,3.94087171960801,96.059128280392,0,0
112299,"2012-08-01","Chinese Taipei","LL",2012,8,"5_5_172","5x5",-20,0,18000,13120,"area 4",18.6802804284677,0.136303560218041,37.9106085083468,62.0893914916532,4973.8718362951,8146.1281637049
112300,"2012-08-01","Chinese Taipei","LL",2012,8,"5_5_157","5x5",-20,-5,2800,900,"area 4",19.6335545997581,0.103759882565244,37.9106085083468,62.0893914916532,341.195476575121,558.804523424879
112301,"2012-08-01","Chinese Taipei","LL",2012,8,"5_5_171","5x5",-25,0,122760,89158,"area 8",17.9425812468548,0.130232516988706,55.6393842264458,44.3606157735542,49606.9621886145,39551.0378113855
112302,"2012-08-01","Chinese Taipei","LL",2012,8,"5_5_156","5x5",-25,-5,24050,6756,"area 8",18.5292796244355,0.107281729269431,55.6393842264458,44.3606157735542,3758.99679833868,2997.00320166132
112303,"2012-08-01","Chinese Taipei","LL",2012,8,"5_5_170","5x5",-30,0,253150,106158,"area 8",16.8301957422581,0.148844107377056,55.6393842264458,44.3606157735542,59065.6575071103,47092.3424928897
112304,"2012-08-01","Chinese Taipei","LL",2012,8,"5_5_155","5x5",-30,-5,1219550,567471,"area 8",17.0724530062097,0.147324035418843,55.6393842264458,44.3606157735542,315737.370063654,251733.629936346
112305,"2012-08-01","Chinese Taipei","LL",2012,8,"5_5_140","5x5",-30,-10,308680,191375,"area 5",17.2230021882661,0.140595072805078,28.4065309789708,71.5934690210292,54362.9986610054,137012.001338995
112306,"2012-08-01","Chinese Taipei","LL",2012,8,"5_5_125","5x5",-30,-15,13600,4158,"area 5",17.4946255970161,0.121677017648312,28.4065309789708,71.5934690210292,1181.14355810561,2976.85644189439
112307,"2012-08-01","Chinese Taipei","LL",2012,8,"5_5_177","5x5",0,0,47630,0,"area 2",25.3067537181452,0.330888811026703,7.58000391057811,92.4199960894219,0,0
112308,"2012-08-01","Chinese Taipei","LL",2012,8,"5_5_162","5x5",0,-5,54014,0,"area 2",25.4259402068548,0.396831390990671,7.58000391057811,92.4199960894219,0,0
112309,"2012-08-01","Chinese Taipei","LL",2012,8,"5_5_147","5x5",0,-10,229672,27,"area 2",25.6003172132056,0.194570103141195,7.58000391057811,92.4199960894219,2.04660105585609,24.9533989441439
112310,"2012-08-01","Chinese Taipei","LL",2012,8,"5_5_132","5x5",0,-15,1007092,930,"area 2",25.8191992696573,0.184912406531159,7.58000391057811,92.4199960894219,70.4940363683765,859.505963631624
112311,"2012-08-01","Chinese Taipei","LL",2012,8,"5_5_117","5x5",0,-20,47860,91,"area 1",26.0903797016129,0.181230900308062,16.5059645219111,83.4940354780889,15.0204277149391,75.9795722850609
